SP,b0,a0,a1
30.0,0.107665630937,-0.658313720866,-0.20586496453
30.0,0.107663831803,-0.658363998333,-0.205805805848
30.0,0.107663345913,-0.658371775036,-0.205792414077
30.0,0.107662915862,-0.658376478063,-0.205781414309
30.0,0.107664775542,-0.658357945593,-0.205821939193
30.0,0.107666514383,-0.658340521042,-0.20583131377
30.0,0.10766919793,-0.658286923863,-0.205903090285
30.0,0.107701106963,-0.657988153378,-0.206050878183
30.0,0.107723220114,-0.657750133806,-0.206276849245
30.0,0.107674505497,-0.658727734807,-0.205469591163
30.0,0.107656707111,-0.65889556455,-0.205338052597
30.0,0.107654042352,-0.65937061271,-0.204774317741
30.0,0.10765174124,-0.659396530468,-0.204749177389
30.0,0.107650173078,-0.659443707258,-0.204713519834
30.0,0.107648812067,-0.659459581599,-0.204719611488
30.0,0.10765294803,-0.659426221989,-0.204731524042
30.0,0.107647027061,-0.659514702896,-0.204626925709
30.0,0.107642503878,-0.659554068037,-0.204575989735
30.0,0.107645584551,-0.659536107379,-0.204605830246
30.0,0.107642478641,-0.659575198331,-0.204583343778
30.0,0.107644384309,-0.659569874349,-0.204571961797
30.0,0.10764450915,-0.659568046529,-0.204574230883
30.0,0.107644670533,-0.659565827074,-0.204573275629
30.0,0.107645564161,-0.659550319566,-0.204605065468
30.0,0.107651086598,-0.659499735345,-0.204627891606
30.0,0.107650086531,-0.659513233977,-0.204612722629
30.0,0.107649484172,-0.659533299498,-0.204615990464
30.0,0.107648201935,-0.659545254644,-0.204609545523
30.0,0.10764819941,-0.65954483568,-0.204610268754
30.0,0.107648087032,-0.659541566614,-0.204619922147
30.0,0.107649045002,-0.659537060415,-0.204613543077
30.0,0.10764955915,-0.659529644999,-0.204623496232
30.0,0.107650290474,-0.659521307609,-0.20462206037
30.0,0.107655063866,-0.659458979444,-0.204709146988
30.0,0.10763977149,-0.659614434594,-0.204602253101
30.0,0.107651607792,-0.659561209056,-0.204609711565
30.0,0.107618127172,-0.6600267409,-0.20412420898
30.0,0.107639959217,-0.659838467578,-0.20430896228
30.0,0.107623704576,-0.660099687803,-0.204098111804
30.0,0.107630558025,-0.660053639797,-0.204117970743
30.0,0.107629547915,-0.660069476396,-0.204100449308
30.0,0.107629082162,-0.660081563569,-0.204106890859
30.0,0.107640330579,-0.659979133722,-0.204157918587
30.0,0.107657995858,-0.659769884715,-0.204370568893
30.0,0.107659162785,-0.659754647339,-0.204382320009
30.0,0.107656436978,-0.659814977404,-0.20430648705
30.0,0.107657131497,-0.659807589942,-0.204315369086
30.0,0.107660139862,-0.659754239617,-0.204332958433
30.0,0.107699068507,-0.659347191226,-0.204755602476
30.0,0.107644287604,-0.65996260128,-0.204251351621
30.0,0.10764817312,-0.65995457062,-0.204247478601
30.0,0.10764356672,-0.660090913828,-0.204090723005
30.0,0.107640610345,-0.660123960318,-0.204054505063
30.0,0.107639682583,-0.660115629906,-0.204049172518
30.0,0.107647442952,-0.660048278915,-0.204133329684
30.0,0.107624032512,-0.660316662398,-0.203936243062
30.0,0.107626261953,-0.660300905036,-0.203946075882
30.0,0.107618852909,-0.660530031567,-0.203679590453
30.0,0.107571027354,-0.661033362356,-0.203180887197
30.0,0.107582659762,-0.660951635112,-0.203259787282
30.0,0.107554476311,-0.661536662542,-0.202785089708
30.0,0.10757670835,-0.661325029263,-0.202953427505
30.0,0.10756680711,-0.661526269487,-0.202745765973
30.0,0.107566284187,-0.661531200108,-0.202739335679
30.0,0.107566320531,-0.661533300471,-0.20274083423
30.0,0.10756371782,-0.661558519488,-0.202755563752
30.0,0.107586871873,-0.661346236029,-0.202908440923
30.0,0.107581506023,-0.661421023629,-0.202833297896
30.0,0.107581529442,-0.661440136267,-0.202825875188
30.0,0.10759640342,-0.6612790783,-0.202906073982
30.0,0.107687123289,-0.660321415389,-0.203814470609
30.0,0.107681508923,-0.660391893699,-0.2037543847
30.0,0.107680970768,-0.660408883672,-0.203735672889
30.0,0.107679636028,-0.660389672874,-0.203795793925
30.0,0.107686989983,-0.660322434371,-0.203845434818
30.0,0.107684893304,-0.660366078901,-0.203797926744
30.0,0.107684225234,-0.660373086077,-0.203781571431
30.0,0.107687073293,-0.660345335395,-0.203818050879
30.0,0.107682590007,-0.660398139604,-0.203784918493
30.0,0.107687898343,-0.66036969545,-0.203786926548
30.0,0.107677330911,-0.660505865221,-0.203642833236
30.0,0.107679641328,-0.660489705327,-0.203661647581
30.0,0.107688654206,-0.660323641842,-0.203768216237
30.0,0.107723276974,-0.659970856644,-0.204105905546
30.0,0.107666180108,-0.660789174072,-0.203422435218
30.0,0.107672665051,-0.660736605824,-0.203462143675
30.0,0.107661922358,-0.661050940046,-0.203125649257
30.0,0.107635127696,-0.661341571315,-0.202833618266
30.0,0.107672917933,-0.661087935863,-0.203089174043
30.0,0.107668093282,-0.661146536673,-0.203040158335
30.0,0.107667496119,-0.661169301742,-0.203014141756
30.0,0.107667700581,-0.66116201088,-0.20302708923
30.0,0.107681966414,-0.661052858796,-0.203031421741
30.0,0.107702277462,-0.660845550321,-0.203222088324
30.0,0.107647549857,-0.662097014801,-0.202128468694
