SP,b0,a0,a1
35.0,0.130755760182,-0.896012493415,0.0409543768386
35.0,0.131730557264,-0.894459671285,0.0406172968485
35.0,0.131587722041,-0.896701064995,0.0427997127295
35.0,0.131049707963,-0.897781084512,0.0434223785452
35.0,0.131969095495,-0.896638505379,0.0431380513745
35.0,0.132142607392,-0.893913422629,0.0407278144865
35.0,0.131458739906,-0.896752515199,0.0430247224995
35.0,0.13128581235,-0.897119146709,0.0432221594898
35.0,0.131148247058,-0.89681190802,0.042797303338
35.0,0.131656101436,-0.897307436455,0.0436693737219
35.0,0.131547532107,-0.897888382701,0.0441044708579
35.0,0.132149021044,-0.898863708669,0.0460160690825
35.0,0.133431555439,-0.893490975916,0.0419010436305
35.0,0.133349546387,-0.894761298355,0.0430360281145
35.0,0.133626752759,-0.894441072924,0.0431562449901
35.0,0.133202204541,-0.896516453015,0.0448731240635
35.0,0.133739484495,-0.895769254558,0.0446269254629
35.0,0.134011822142,-0.890419416986,0.0398479541264
35.0,0.136170896528,-0.882402848321,0.0339950628434
35.0,0.136864721951,-0.875983388851,0.0284976415095
35.0,0.136735199479,-0.877003945734,0.0294140131152
35.0,0.136450775927,-0.876982033108,0.0291699212521
35.0,0.137943245347,-0.874692814534,0.0282329552073
35.0,0.138691829269,-0.871064417239,0.0255128213078
35.0,0.138563078509,-0.868684295255,0.0228993045672
35.0,0.138757719657,-0.868161270317,0.0226452848362
35.0,0.138696958343,-0.869172281631,0.0236624279948
35.0,0.138144668174,-0.870493151606,0.0245121982281
35.0,0.136771968052,-0.873014475969,0.0256743260718
35.0,0.138331986638,-0.871287198132,0.0255447085105
35.0,0.138138188118,-0.875396907947,0.0293364014531
35.0,0.137813069191,-0.876072381504,0.0295953953805
35.0,0.138585745035,-0.876280994473,0.0308157927304
35.0,0.138386045378,-0.877515457341,0.0318644007179
35.0,0.138592868189,-0.877663080526,0.0321970268932
35.0,0.138607696263,-0.877202997576,0.0317829333699
35.0,0.138616828469,-0.877156006604,0.0317387433634
35.0,0.138663408682,-0.877894913265,0.0323195156485
35.0,0.139056851913,-0.876537726299,0.0314342018768
35.0,0.139198014011,-0.877763604011,0.0328628816214
35.0,0.138938036266,-0.879555109032,0.0344912832589
35.0,0.142139763677,-0.871556242931,0.0297037217364
35.0,0.145785025503,-0.85267469084,0.0150946016122
35.0,0.145493331797,-0.857933712631,0.0200996302123
35.0,0.144376238986,-0.858379305006,0.0194469025275
35.0,0.143141997958,-0.85999698079,0.0197867970167
35.0,0.143161564958,-0.860000689103,0.019810686831
35.0,0.141544627544,-0.852870038554,0.0112101239054
35.0,0.143699076109,-0.846804365144,0.0074593866705
35.0,0.144614266163,-0.858998832989,0.0204916110135
35.0,0.143280992565,-0.864166220496,0.0240560018551
35.0,0.14248727449,-0.864262942529,0.0232098115534
35.0,0.142788286917,-0.864633085661,0.0239454416886
35.0,0.142371431323,-0.85956181147,0.0182064120176
35.0,0.140724597242,-0.864790961647,0.0214895567718
35.0,0.143709492774,-0.865331776787,0.0255513123499
35.0,0.143622933518,-0.866138690718,0.0262721746591
35.0,0.144701900847,-0.868946228022,0.0301231832383
35.0,0.144971324736,-0.867382965568,0.0288893960824
35.0,0.145414638376,-0.872321005405,0.0344935656907
35.0,0.143426215622,-0.879490333757,0.039590027564
35.0,0.139628424525,-0.881502542004,0.037561602142
35.0,0.141483467147,-0.880211079013,0.0382678831297
35.0,0.142484391023,-0.893271105239,0.0522616027056
35.0,0.144335870685,-0.885852725692,0.0470319007907
35.0,0.144421428677,-0.881920253468,0.0431374511
35.0,0.144576579653,-0.88053250151,0.0419793687258
35.0,0.14442802579,-0.881699098437,0.0430278081738
35.0,0.14400253531,-0.882181350413,0.043100691492
35.0,0.14950420144,-0.877361198699,0.0438424482479
35.0,0.150327038218,-0.873903899372,0.04132057527
35.0,0.159473133225,-0.913358044164,0.0913118871707
35.0,0.160526361357,-0.904280763332,0.083341134911
35.0,0.158497412132,-0.891569403331,0.0685681308722
35.0,0.162648933625,-0.88358871899,0.065004231162
35.0,0.163742027235,-0.855354298415,0.0382617746562
35.0,0.16500925509,-0.846862015495,0.0310940149662
35.0,0.163255342894,-0.826292992429,0.00885870922425
35.0,0.161629202575,-0.831660933306,0.0124805316486
35.0,0.167140078258,-0.843204087694,0.0299399168429
35.0,0.16475004288,-0.868133427084,0.05195918359
35.0,0.16776106908,-0.86618959083,0.0534746519765
35.0,0.169878024677,-0.883636764636,0.073462929148
35.0,0.166704884832,-0.897414336937,0.0839392403756
35.0,0.168656902083,-0.895754701594,0.0843991704986
35.0,0.170523065451,-0.907587604108,0.0981915849507
35.0,0.171227474897,-0.902521496577,0.0940044362969
35.0,0.171206278698,-0.901197877095,0.092631763499
35.0,0.171175848354,-0.904714625699,0.0958565496563
35.0,0.174685680714,-0.894022557075,0.0892305289957
35.0,0.174581007801,-0.892336441058,0.0874121677827
35.0,0.174433096072,-0.891744204167,0.0867251281096
35.0,0.173507770865,-0.893853525386,0.0879175513112
35.0,0.175622964235,-0.892055711289,0.0883649271474
35.0,0.175695278898,-0.912143426923,0.108291541931
35.0,0.177964238345,-0.907104507808,0.105865541712
35.0,0.177609959546,-0.904605925816,0.102947204068
35.0,0.176895436827,-0.903020813131,0.100377158254
35.0,0.180071758363,-0.894188115039,0.0952452627464
35.0,0.180088884913,-0.885495777268,0.0864942949233
35.0,0.180016349955,-0.883149867171,0.0841138282703
35.0,0.181006068142,-0.876601282286,0.0783824361242
