ID_planta,SP,b0,a0,a1
1,50.0,0.130531167705,-1.00441172955,0.114260528241
1,50.0,0.128089486025,-0.973594380274,0.0806050183088
1,50.0,0.127070514229,-0.981404753856,0.0875012750697
1,50.0,0.133339646108,-1.02772964978,0.1395468374
1,50.0,0.130077401439,-1.06669037265,0.176052895533
1,50.0,0.131213418943,-1.06780733451,0.178062544429
1,50.0,0.113347399572,-0.933219135642,0.0298513447172
1,50.0,0.149332104484,-0.809300950873,-0.0645864475671
1,50.0,0.121121142552,-0.386779841268,-0.509252306536
1,50.0,0.120935348404,-0.388995471191,-0.507183811595
1,50.0,0.153784409003,-0.557882516981,-0.311477086053
1,50.0,0.151124839619,-0.566391908778,-0.30545582289
1,50.0,0.149499995898,-0.562413830182,-0.310916163841
1,50.0,0.155833925931,-0.570071259622,-0.29714434256
1,50.0,0.163417465655,-0.535234354424,-0.325969574509
1,50.0,0.167019088523,-0.587522486525,-0.271018123047
1,50.0,0.165430919977,-0.585384608584,-0.274586513429
1,50.0,0.166653671961,-0.588005633927,-0.270833201552
1,50.0,0.166947791288,-0.592490841844,-0.265933346964
1,50.0,0.174041511021,-0.58712265426,-0.266076673113
1,50.0,0.181683797908,-0.549389490534,-0.29704600438
1,50.0,0.191613156924,-0.631053333945,-0.206514271182
1,50.0,0.19598010602,-0.631364821796,-0.202671037107
1,50.0,0.194735354706,-0.62312188724,-0.211875786159
1,50.0,0.194670164001,-0.623683513216,-0.211351164219
1,50.0,0.194935869986,-0.62448972252,-0.210350557894
1,50.0,0.196071520837,-0.633082015236,-0.201492584436
1,50.0,0.214628821239,-0.584125396249,-0.234346470159
1,50.0,0.230645847568,-0.727998066163,-0.0763385401445
1,50.0,0.232759556425,-0.727293549699,-0.0752972111878
1,50.0,0.22352820028,-0.695922420432,-0.114253379193
1,50.0,0.246491929802,-0.683371106409,-0.108159286138
1,50.0,0.229717205182,-0.816937254249,0.0106105636851
1,50.0,0.290817314225,-0.865320799924,0.111398234598
1,50.0,0.27918637376,-0.741753344604,-0.0224408358024
1,50.0,0.281935328775,-0.774213164916,0.0120716028432
1,50.0,0.266211263291,-0.776637111482,0.000665055813909
1,50.0,0.29778727477,-0.758108299663,0.00926282521384
1,50.0,0.295219688696,-0.726920775637,-0.0242274869981
1,50.0,0.282857875732,-0.68510558179,-0.0760171503468
1,50.0,0.253145148726,-0.732383248848,-0.0531103157965
1,50.0,0.262817074737,-0.732224663269,-0.0451853665364
1,50.0,0.273456291677,-0.763956730371,-0.00460474387004
1,50.0,0.272805043049,-0.750434893684,-0.01848549992
1,50.0,0.276005885763,-0.720684669886,-0.0459822061749
1,50.0,0.292076172531,-0.654213505825,-0.0983928852972
1,50.0,0.288606772572,-0.579910058047,-0.175970554675
1,50.0,0.289439419514,-0.596490525995,-0.158779052914
1,50.0,0.303235646617,-0.615784663331,-0.127549316008
1,50.0,0.299281408612,-0.647224222936,-0.0991176246841
1,50.0,0.312700244724,-0.645710030983,-0.0894306244628
1,50.0,0.324843571641,-0.699342439534,-0.025815780066
1,50.0,0.341869315472,-0.684638275815,-0.0258309030917
1,50.0,0.335665242585,-0.636076934517,-0.0798879598158
1,50.0,0.337741056813,-0.59421361699,-0.119697914269
1,50.0,0.340438548484,-0.536881474425,-0.175060927057
1,50.0,0.340139474973,-0.489828850562,-0.222154128348
1,50.0,0.330391621185,-0.432440560886,-0.288072574308
1,50.0,0.327272345718,-0.479438744839,-0.243957278198
1,50.0,0.42340230993,-0.531043506793,-0.110437064455
1,50.0,0.422581735095,-0.537454341985,-0.104699518643
1,50.0,0.425714746837,-0.541404515867,-0.0981174950253
1,50.0,0.406681144049,-0.51822119991,-0.136860226071
1,50.0,0.443438819229,-0.479418611701,-0.144741216094
1,50.0,0.471039314327,-0.548926569819,-0.0520532817723
1,50.0,0.53144406404,-0.551147819408,0.00193760648623
1,50.0,0.523547465185,-0.611185649963,0.0555065483184
1,50.0,0.343143521531,-0.523209908097,-0.184567011405
1,50.0,0.35149905671,-0.519197034352,-0.181505961029
1,50.0,0.422157008636,-0.639490852476,-0.0014638195564
1,50.0,0.410559488852,-0.685648579282,0.034474379427
1,50.0,13.0835695422,1.42012034898,8.8088338451
1,50.0,13.0818189592,-0.355376703032,10.5841233612
1,50.0,1.23994602728,0.0633787934186,0.0922266825407
1,50.0,1.24067163347,0.0619349132557,0.0907423894751
1,50.0,1.24080115277,0.0595855038456,0.0881050755313
1,50.0,1.23815085992,0.0551726823959,0.0841812089991
1,50.0,1.23107043493,0.048487684514,0.0770360210773
1,50.0,1.21686487744,0.0373527419909,0.0663670918093
1,50.0,1.19149883105,0.0205885009385,0.0502689470746
1,50.0,1.15222222726,-0.00258533778884,0.0269727021962
1,50.0,1.10123112682,-0.0314558906818,-0.00032282269883
1,50.0,1.04704398341,-0.0592472333199,-0.0302999713992
1,50.0,0.9994511711,-0.083823914646,-0.0557778048578
1,50.0,0.960460898754,-0.103427177834,-0.0772963273448
1,50.0,0.930449156468,-0.11928106813,-0.093356691879
1,50.0,0.909159369991,-0.130508653245,-0.105191703947
1,50.0,0.897545847037,-0.136903787933,-0.112013098438
1,50.0,0.892118795249,-0.140156725714,-0.116147929251
1,50.0,0.890896218252,-0.141355659742,-0.117030569329
1,50.0,0.89024603725,-0.141428640667,-0.116505206271
1,50.0,0.880161061941,-0.145082421068,-0.118608182247
1,50.0,0.856940024986,-0.153487527925,-0.126125140295
1,50.0,0.820739913495,-0.166003364144,-0.139604739312
1,50.0,0.778382547945,-0.182264836937,-0.154745269438
1,50.0,0.734833278875,-0.197852421173,-0.171902424914
1,50.0,0.700007592152,-0.211185071401,-0.184975310318
1,50.0,0.675337726309,-0.219449324643,-0.195223613115
1,50.0,0.662615041696,-0.223979523145,-0.200002571263
1,50.0,0.657815875456,-0.225189826855,-0.202002751081
1,50.0,0.656685203872,-0.225397747635,-0.202305562449
1,50.0,0.656532389036,-0.225325441114,-0.202198929904
1,50.0,0.656128175479,-0.225715077457,-0.203726417915
1,50.0,0.642462741602,-0.236023424081,-0.207273325692
1,50.0,0.613044396117,-0.248961027114,-0.222396027846
1,50.0,0.571672824242,-0.269685252122,-0.240171676535
1,50.0,0.535211500832,-0.286461960733,-0.2567612295
1,50.0,0.520955967675,-0.291912818898,-0.26440557684
1,50.0,0.508381758245,-0.295161340875,-0.273314257126
1,50.0,0.502944259123,-0.298760217768,-0.274878061593
1,50.0,0.493590435145,-0.29924967939,-0.28405874066
1,50.0,0.484270845129,-0.30697427773,-0.284932528738
1,50.0,0.484892305626,-0.306935372247,-0.28438070757
1,50.0,0.483895316919,-0.308029615313,-0.283197712008
1,50.0,0.472980007042,-0.314714723497,-0.284876399172
1,50.0,0.459843872235,-0.318744744342,-0.291157110855
1,50.0,0.46200935827,-0.317914295981,-0.290284064883
1,50.0,0.463420634156,-0.318760674647,-0.288493968364
1,50.0,0.466098608816,-0.316679319458,-0.287043832882
1,50.0,0.468288043909,-0.314758822811,-0.287222620395
1,50.0,0.473131913047,-0.320728440407,-0.277839752516
1,50.0,0.472517142909,-0.321099153206,-0.278039528458
1,50.0,0.471165367793,-0.320822353134,-0.279661726043
1,50.0,0.474327770111,-0.31828772222,-0.279001161765
1,50.0,0.474937665644,-0.317557684238,-0.279273006641
1,50.0,0.472445275103,-0.313875736428,-0.284515632817
1,50.0,0.472491900843,-0.313830465237,-0.284524056767
1,50.0,0.47274723002,-0.314062137437,-0.284106676829
1,50.0,0.472682988204,-0.313921047546,-0.284392215172
1,50.0,0.471169658365,-0.315523394403,-0.284420583555
1,50.0,0.461275233505,-0.321916970678,-0.286975124376
1,50.0,0.472329258027,-0.316098081159,-0.283092290853
1,50.0,0.473303146304,-0.310261186372,-0.288371876034
1,50.0,0.47000185441,-0.319412115118,-0.282436041674
1,50.0,0.461941604529,-0.322602757734,-0.286334023071
1,50.0,0.514663101654,-0.30459573473,-0.257802190433
1,50.0,0.423453468444,-0.394166942421,-0.244698939195
1,50.0,0.441858597584,-0.396365943915,-0.227048835875
1,50.0,0.453266451045,-0.407936088786,-0.206334615101
1,50.0,0.457732221679,-0.403497036869,-0.206823464026
1,50.0,0.447012164185,-0.376288717493,-0.244248051607
1,70.0,0.118898626479,-0.97040797897,0.0523155948569
1,70.0,0.118139661942,-0.961533750633,0.0428213114817
1,70.0,0.116567644969,-0.966655018086,0.0465211148941
1,70.0,0.122286017358,-0.939008801915,0.0230851510189
1,70.0,0.120093478431,-1.07221283797,0.15537912229
1,70.0,0.158631684424,-0.936974139787,0.045758729179
1,70.0,0.15060413535,-0.69676403333,-0.199272314657
1,70.0,0.153092853308,-0.778667322106,-0.115323551839
1,70.0,0.159851933456,-0.787347106031,-0.102186085543
1,70.0,0.163506057082,-0.815702185679,-0.0715232782541
1,70.0,0.162762517502,-0.819148354606,-0.0686898396865
1,70.0,0.165921375687,-0.824012553147,-0.0614160393326
1,70.0,0.168253203947,-0.798262261493,-0.0858342885645
1,70.0,0.168272695516,-0.803884457522,-0.0802375618937
1,70.0,0.176615741846,-0.836001352725,-0.0418981891489
1,70.0,0.176662227741,-0.835765889458,-0.0421030581037
1,70.0,0.146079139851,-0.70977838444,-0.188476804325
1,70.0,0.197469073826,-0.63139106386,-0.231977956517
1,70.0,0.195389438281,-0.609391524693,-0.255365932671
1,70.0,0.198423822412,-0.623434123662,-0.239143305713
1,70.0,0.199109339907,-0.625080370647,-0.237117793497
1,70.0,0.199926381286,-0.622016115353,-0.239495568414
1,70.0,0.199923387223,-0.622123026651,-0.239389030774
1,70.0,0.20296339082,-0.633500629792,-0.226129415199
1,70.0,0.188997304059,-0.664107463482,-0.20572069614
1,70.0,0.231262696465,-0.648689510021,-0.191529421299
1,70.0,0.244451636858,-0.753798703106,-0.0770577057516
1,70.0,0.278689567132,-0.781719389448,-0.0261098893869
1,70.0,0.279346627689,-0.747272753035,-0.0599760840399
1,70.0,0.281360113511,-0.755226098918,-0.0505930750572
1,70.0,0.277833452649,-0.75529445066,-0.0525814187304
1,70.0,0.280365216306,-0.75197552199,-0.0541942422313
1,70.0,0.274669293069,-0.735738830083,-0.0742790530432
1,70.0,0.270211541518,-0.734579987668,-0.0783645287906
1,70.0,0.266478717221,-0.73422878597,-0.0812235433679
1,70.0,0.270915291249,-0.740472660205,-0.071989164748
1,70.0,0.269956692015,-0.732874270296,-0.0801827281665
1,70.0,0.27092237074,-0.703457680308,-0.109368918973
1,70.0,0.273121316729,-0.69696263688,-0.11431745498
1,70.0,0.288836481823,-0.739638461141,-0.0606417909233
1,70.0,0.288596978082,-0.74683199758,-0.0535489150989
1,70.0,0.295583440009,-0.751971998864,-0.0437180994982
1,70.0,0.295254468395,-0.806055571629,0.00981646305188
1,70.0,0.361706970806,-0.74724737663,-0.00257700862339
1,70.0,0.363628634963,-0.784612018632,0.036175884446
1,70.0,0.34939541522,-0.764308187563,0.00612659967283
1,70.0,0.326783404534,-0.74125457508,-0.0323469473731
1,70.0,0.309342452053,-0.741967138721,-0.0435770703396
1,70.0,0.291231921555,-0.725449036671,-0.0725229218781
1,70.0,0.348218794245,-0.767048969918,0.00814912708633
1,70.0,0.376568127913,-0.553721667407,-0.18510397972
1,70.0,0.37071458568,-0.506435394475,-0.236537615752
1,70.0,0.394159685638,-0.561501473259,-0.165394180381
1,70.0,0.384752896492,-0.561995365749,-0.171520344663
1,70.0,0.389023379454,-0.564157777742,-0.166363882008
1,70.0,0.402246314348,-0.589892684203,-0.131242437422
1,70.0,0.417674899637,-0.572319306666,-0.138264565002
1,70.0,0.418203058207,-0.574757069566,-0.135469191972
1,70.0,0.417723287596,-0.574082697975,-0.136482267183
1,70.0,0.418236963102,-0.574263827492,-0.135924111113
1,70.0,0.419482299041,-0.588095014646,-0.120863101309
1,70.0,0.486295210553,-0.519964773704,-0.142912576001
1,70.0,0.496979906888,-0.554629766659,-0.100893571259
1,70.0,0.525337877095,-0.577675093173,-0.0580345270875
1,70.0,0.525207515978,-0.55754396222,-0.0783632962908
1,70.0,0.525384353833,-0.575867433402,-0.0600100682502
1,70.0,0.56977216515,-0.584549887099,-0.0203147788442
1,70.0,0.513038543976,-0.919240945333,0.275961570736
1,70.0,0.706470837163,-0.807843956201,0.298526703262
1,70.0,0.624210318646,-0.677808625308,0.111559639839
1,70.0,0.623054311539,-0.69182240178,0.124453046434
1,70.0,0.606027300425,-0.703003096199,0.123704533883
1,70.0,0.403841088792,-0.582363148877,-0.138407117204
1,70.0,0.381382291907,-0.596730747745,-0.139666581705
1,70.0,0.379811249353,-0.594463045484,-0.143029179051
1,70.0,0.395026080615,-0.606497606654,-0.120224342441
1,70.0,0.410078202739,-0.564653782396,-0.151971183638
1,70.0,0.41922259919,-0.511060131123,-0.198993310357
1,70.0,0.419392945297,-0.506151576422,-0.203806349024
1,70.0,0.416651244867,-0.50027570208,-0.211527107072
1,70.0,0.417453941249,-0.498775701035,-0.212507717469
1,30.0,0.124617355599,-0.818098923835,-0.0337959046691
1,30.0,0.116663274925,-0.825087259245,-0.0368226474838
1,30.0,0.11614702719,-0.824375233269,-0.0381885356168
1,30.0,0.119360246335,-0.851814439804,-0.00622786861793
1,30.0,0.110868721899,-0.910754083613,0.0435925639992
1,30.0,0.128300857487,-0.887341684797,0.039846348605
1,30.0,0.127809544005,-0.837491101733,-0.0101523145024
1,30.0,0.125514564162,-0.882060953662,0.0328165849424
1,30.0,0.124682508056,-0.884979695646,0.0347914051556
1,30.0,0.129215799685,-0.910130829781,0.0649664287992
1,30.0,0.129745495288,-0.944100785789,0.0990071164786
1,30.0,0.127848966066,-0.952280962509,0.104706203661
1,30.0,0.134614995152,-0.966328388142,0.127531120226
1,30.0,0.136158709466,-0.942318404597,0.1051192305
1,30.0,0.136675474575,-0.950067725926,0.113345607789
1,30.0,0.136365046367,-0.953558182351,0.116291803531
1,30.0,0.139684760151,-0.947489010366,0.114832200344
1,30.0,0.134913588769,-0.988016407145,0.150083865089
1,30.0,0.14805349367,-0.990393110549,0.167561148095
1,30.0,0.147133343273,-0.885210020923,0.0619946390459
1,30.0,0.149873781803,-0.850335382426,0.0300691098416
1,30.0,0.15293363696,-0.92065817872,0.103328254448
1,30.0,0.153032521969,-0.920340979392,0.1031338219
1,30.0,0.151034591513,-0.911080687388,0.091389009638
1,30.0,0.165260610007,-0.957856992591,0.156445466921
1,30.0,0.15911829922,-0.99822297747,0.18965822138
1,30.0,0.228360915441,-1.20306269801,0.475710587008
1,30.0,0.227036708555,-1.02880726708,0.300491549763
1,30.0,0.246990367041,-1.10372616767,0.400186647949
1,30.0,0.247177186253,-1.03350179092,0.329539112921
1,30.0,0.242178981851,-0.949192420489,0.240429584872
1,30.0,0.253605564313,-0.889075228222,0.193397205931
1,30.0,0.245791374189,-0.845543523855,0.140836162937
1,30.0,0.24574627196,-0.843333374005,0.138498186027
1,30.0,0.246504403693,-0.84808970738,0.14391433231
1,30.0,0.249827738315,-0.843185624971,0.143282806007
1,30.0,0.243500951599,-0.781339429398,0.0728632918117
1,30.0,0.251738070135,-0.751852171218,0.0535292352778
1,30.0,0.25506346099,-0.762685287234,0.068419515474
1,30.0,0.258854571287,-0.751271396019,0.0607238549502
1,30.0,0.278921840233,-0.678314167063,0.0125093122972
1,30.0,0.277246038247,-0.665340435123,-0.00253812958573
1,30.0,0.286868073354,-0.684081545947,0.0274950901156
1,30.0,0.287879016871,-0.696939451485,0.0412779062697
1,30.0,0.296292893262,-0.694789387867,0.049486147464
1,30.0,0.299290030596,-0.722749964009,0.0813398749413
1,30.0,0.317907949901,-0.724276122132,0.104764435424
1,30.0,0.324438174226,-0.766121096334,0.1541249569
1,30.0,0.356284871579,-0.765611306335,0.192347804007
1,30.0,0.342467306593,-0.497994026462,-0.0932400352746
1,30.0,0.360485144323,-0.347493336675,-0.22163406554
1,30.0,0.559463212943,-0.742114480997,0.412376168621
1,30.0,0.624588202071,-0.687281169307,0.434796794451
1,30.0,0.574269568581,-0.6145261316,0.302329516308
1,30.0,0.568119547669,-0.596085421874,0.277525695228
1,30.0,0.545644860893,-0.637338507154,0.292419434877
1,30.0,0.563581098807,-0.638905588443,0.315292018898
1,30.0,0.552816357993,-0.598530693229,0.262463152517
1,30.0,0.559191291572,-0.620826481423,0.292982450339
1,30.0,0.530475570028,-0.65883201776,0.297272415987
1,30.0,0.530545316104,-0.658802721299,0.297326267089
1,30.0,0.512573389721,-0.632772186093,0.249967603939
1,30.0,0.514101604094,-0.631689363627,0.250500747505
1,30.0,0.512873649629,-0.633132784415,0.250428583281
1,30.0,0.490717226798,-0.621627658821,0.211812537675
1,30.0,0.47612881654,-0.628308269109,0.200732864583
1,30.0,0.479920756642,-0.629763554886,0.206800677456
1,30.0,0.487284320808,-0.660473586313,0.246829810929
1,30.0,0.524830950359,-0.617568091366,0.248646545004
1,30.0,0.526758892706,-0.627234430061,0.260574899239
1,30.0,0.512954103257,-0.629170951936,0.245658036852
1,30.0,0.439757902704,-0.641628685248,0.169165232567
1,30.0,0.241486784381,-0.808164989537,0.0965821446204
1,30.0,0.215823437128,-0.813046097292,0.0706007864259
1,30.0,0.267963671185,-0.910135868515,0.230570566919
1,30.0,0.271914973838,-0.782676974174,0.107275611708
1,30.0,0.276646557134,-0.736600120654,0.0671862489267
1,30.0,0.276663993808,-0.736466114433,0.0670718935609
1,30.0,0.296664897804,-0.76212339577,0.115974408099
1,30.0,0.314420931201,-0.699314787672,0.0747227449587
1,30.0,0.318588698879,-0.742966911704,0.123591682792
1,30.0,0.325108254446,-0.739898263592,0.128192178651
1,30.0,0.328496294,-0.749946324488,0.142186981725
1,30.0,0.333548953514,-0.724318686568,0.123166770291
1,30.0,0.303611859362,-0.80332275303,0.166848553228
1,30.0,0.376059890367,-0.805134247347,0.254755018784
1,30.0,0.385219722764,-0.921497535999,0.381695380318
1,30.0,0.430339583514,-0.885367871424,0.399983679235
1,30.0,0.442416081457,-0.937759611916,0.46705471588
1,30.0,0.433941973629,-0.958126334602,0.477479925312
1,30.0,0.376631799979,-0.952012026947,0.403461795067
1,30.0,0.263165074775,-0.994658578846,0.311040071505
1,30.0,0.44704384514,-0.941829943846,0.4778105253
1,30.0,0.397278160043,-0.406863809516,-0.115657582361
1,30.0,0.397826916174,-0.424125830582,-0.0976413700478
1,30.0,0.382746004144,-0.40524497356,-0.134388069174
1,30.0,0.365171868147,-0.431831527543,-0.128179391223
1,30.0,0.440681851571,-0.374470997985,-0.0953448810664
1,30.0,0.440419132333,-0.471788172256,0.00116923660417
1,30.0,0.43561900005,-0.47114470807,-0.0052931200639
1,30.0,0.395869761677,-0.429254105178,-0.0956252864152
1,30.0,0.353511948128,-0.473723953941,-0.102586882234
1,30.0,0.269706004201,-0.480434584577,-0.197169585299
1,30.0,0.308802698928,-0.462238981111,-0.168251656053
1,30.0,0.350306557311,-0.684053970576,0.104506566146
1,30.0,0.378951111774,-0.640938498048,0.0954392500473
1,30.0,0.358511209522,-0.593295056851,0.0236040395844
1,30.0,0.345624787023,-0.596323741938,0.0117728550309
1,30.0,0.34033773648,-0.602349723979,0.0115419048281
1,30.0,0.315921690606,-0.567373452451,-0.0521975883222
1,30.0,0.254835592624,-0.645759823994,-0.0462859901284
1,30.0,0.270034619706,-0.634103923999,-0.039730548246
1,30.0,0.298488337724,-0.726693716487,0.0866956684559
